index,Location,Latitude,Longitude
1845,"Off Dakar, Senegal",14.716677,-17.4676861
1846,"Near Zikhnovo, Russia",58.7662205,34.2871304
1847,"Near Salto, Uruguay",-31.3879469,-57.961187
1848,"Agana, Guam, Mariana Islands",13.4769279,144.7542853
1849,"Off Naha, Okinawa",26.2125758,127.6790208
1850,"Campbell Lake, Quebec Canada",46.8130816,-71.2074596
1851,"Moscow, Russia",55.755826,37.6173
1852,"Near Juchetipec, Mexico",19.091141,-98.881554
1853,"Off Elba, Italy",42.7781867,10.1927389
1854,"Boston, Massachusetts",42.3600825,-71.0588801
1855,"Elba, Italy",42.7781867,10.1927389
1856,"Plain City, Utah",41.2979981,-112.0860538
1857,"Ust-Orda, Russia",61.52401,105.318756
1858,"Near Missoula, Montana",46.8721284,-113.9940314
1859,"Toledo, Ohio",41.6528052,-83.5378674
1860,"Key West, Florida",24.5550593,-81.7799871
1861,"Bhairawa, Nepal",27.5065119,83.4376749
1862,"Near Quito, Ecuador",-0.1806532,-78.4678382
1863,"Manila, Philippines",14.5995124,120.9842195
1864,"Chernovo, Russia",59.5557562,29.9815865
1865,"Cachimbo, Brazil",-5.9177633,-44.2962451
1866,"San Andres de Giles, Argentina",-34.4429759,-59.4472466
1867,"Staten Island / Brooklyn, New York",40.5795317,-74.1502007
1868,"Munich, West Germany",48.1351253,11.5819806
1869,"Cebu City, Philippines",10.3156992,123.8854366
1870,"Near Ulyanovsk, Russia",54.3186575,48.397776
1871,"Ruzyne, Czechoslovakia",50.0861399,14.3124384
1872,"Koivulahti, Finland",63.1606218,21.8418931
1873,"New York, New York (Idlewild)",40.6457482,-73.7780172
1874,Midway Island Naval Air Station,28.2072168,-177.3734926
1875,"Mt. Burangrang, Indonesia",-6.7741667,107.5555556
1876,"Trinity Bay, Newfoundland",48,-53.499167
1877,"Off Montauk Point, New York",41.0720465,-71.8572881
1878,"Off Surabaya, Indonesia",-7.2574719,112.7520883
1879,"Near Brussels, Belgium",50.8260453,4.3802052
1880,"Near Caracas, Venezuela",10.4805937,-66.9036063
1881,"Near Natal, Brazil",-5.7841695,-35.1999708
1882,"Forcheim, Germany",49.7188374,11.0679502
1883,"Llico, Chile",-34.7635133,-72.0797766
1884,"Mount Parker, Hong Kong",22.2666667,114.2166667
1885,"Ghadames, Algeria",28.033886,1.659626
1886,"Near Tacoma, Washington",47.2528768,-122.4442906
1887,Singapore,1.352083,103.819836
1888,"Near Lisbon, Portugal",38.7222524,-9.1393366
1889,"Cairo, Egypt",30.0444196,31.2357116
1890,"Douala, Cameroon",4.0510564,9.7678687
1891,"Near Kano, Nigeria",12.0021794,8.5919561
1892,"Buenos Aires, Argentina",-34.6036844,-58.3815591
1893,"Sverdlovsk, Russia",56.8430993,60.6454086
1894,"Odessa, Ukraine, USSR",46.4702111,30.7306393
1895,"Denver, Colorado",39.7392358,-104.990251
1896,"Casablanca, Morocco",33.5731104,-7.5898434
1897,"Near Azul, Argentina",-36.7749672,-59.8540382
1898,"Shemya, Alaska",52.7228375,174.1123656
1899,"Budapest, Hungary",47.497912,19.040235
1900,"Sola, Norway",58.8617599,5.2061383
1901,"Ankara, Turkey",39.9333635,32.8597419
1902,"SondrestrÃ¶mfjord, Greenland",71.706936,-42.604303
1903,"Near Hinsdale, Illinois",41.8008642,-87.9370052
1904,"Near Sendafar, Ethiopia",9.1495559,39.0241756
1905,"Concordia, SC, Brazil",-27.2313442,-52.0238815
1906,"Cerro del Aernal, Costa Rica",10.4626262,-84.7031794
1907,"Shannon, Ireland",52.7117822,-8.8783365
1908,"Near Rabat, Morocco",34.0083637,-6.8538748
1909,"Chicago, Illinois",41.8781136,-87.6297982
1910,"Ndola, Zambia",-12.9906407,28.6498144
1911,"Ankara, Turkey",39.9333635,32.8597419
1912,"Mt. Canigou, France",42.5188823,2.456656
1913,"El Adem, Libya",31.8586974,23.9179589
1914,"Near Recife, Brazil",-8.0577401,-34.8829629
1915,"Les Prevosts, Guernsey",49.4469581,-2.6020901
1916,"Near Richmond, Virginia",37.5407246,-77.4360481
1917,Off Puerto Rico,18.220833,-66.590149
1918,"Mt Ruapehu, North Island, New Zealand",-39.2817207,175.5685104
1919,"Harare, Zimbabwe",-17.8262928,31.0503723
1920,"Campinas, Brazil",-22.9050824,-47.0613327
1921,Sao Tomé,0.3375532,6.7298686
1922,"Sydney, NSW, Australia",-33.8688197,151.2092955
1923,"Mainz, Germany",49.9928617,8.2472526
1924,"Chievres, Belgium",50.5859526,3.8061103
1925,"Managua, Nicaragua",12.1149926,-86.2361744
1926,"Near Chebotovka, Russia",48.6504081,39.9969559
1927,"Ankara, Turkey",39.9333635,32.8597419
1928,"Old Harbor, Kodiak Island, Alaska",57.20416,-153.3045379
1929,"Surabaya, Indonesia",-7.2574719,112.7520883
1930,"Near Mineral Waters, Russia",61.52401,105.318756
1931,"Near Tippi, Ethiopia",7.1959616,35.4274607
1932,"Caranavi ,Bolivia",-15.8355893,-67.5577831
1933,"Batataevka, USSR",,
1934,"Near Tino Maria, Peru",-9.2976466,-76.0000202
1935,"Portlamar, Margarita Island, Venezuela",10.9570221,-63.8699655
1936,"Municipio de Marulanda, Colombia",5.2845918,-75.2606524
1937,"Jamaica Bay, New York, New York",40.6056632,-73.8713099
1938,"Douala, Cameroon",4.0510564,9.7678687
1939,"Near Seymour, South Africa",-32.5558661,26.7590405
1940,"Rome, Italy",41.8967068,12.4822025
1941,"Near Alencon, France",48.432856,0.091266
1942,"Mt. Medetsiz, Turkey",37.3926333,34.6303945
1943,"Western Pacific Ocean, Philippine Sea",19.4914108,132.5509603
1944,"Adak, Alaska",51.8667982,-176.6385354
1945,Algeria,28.033886,1.659626
1946,"Santiago de Cuba, Cuba",20.01693,-75.8301537
1947,"Near Villavicencio, Colombia",4.1491688,-73.6285475
1948,Near Hong Kong,22.3193039,114.1693611
1949,"Serrania del Baudo, Colombia",6.1921589,-77.2008604
1950,"St. Boniface Down, England",50.6038333,-1.1996388
1951,"Near Mong Pa Liao, Burma",21.916221,95.955974
1952,"Vitoria, Brazil",-20.3196711,-40.3385246
1953,"Godthaab, Greenland",64.1743234,-51.7372787
1954,"Near Cairo, Egypt",30.0444196,31.2357116
1955,"Near Nairobi, Kenya",-1.2920659,36.8219462
1956,"Near Markt Schwaben, West Germany",48.1909223,11.8630208
1957,"Near Unionville, Missouri",40.4769606,-93.0032614
1958,"Bitter, Russia",61.52401,105.318756
1959,"Villeneuve-le-Roi, Val-de-Marne, France",48.732026,2.407557
1960,"Sofia, Bulgaria",42.6977082,23.3218675
1961,"Basse-Terre, Guadaloupe, West Indies",15.9965719,-61.7317215
1962,"Near Adler, Russia",43.4343234,39.9339462
1963,"Near Krasnoyarsk, USSR",56.0152834,92.8932476
1964,"Near Tashkent, Uzbekistan, USSR",41.2994958,69.2400734
1965,"Near Junnar, Maharashtra, India",19.2031842,73.87425
1966,"Off Brindisi, Italy",40.6327732,17.9418724
1967,"Near Lahore, Pakistan",31.5203696,74.3587473
1968,"Near Loheshyphn, India",20.593684,78.96288
1969,"Near Bangkok, Thailand",13.7563309,100.5017651
1970,"Honolulu, Hawaii",21.3098845,-157.8581401
1971,"Sochi, Russia",43.6028079,39.7341543
1972,"Coulommiers, France",48.813071,3.083497
1973,"Near Kathmandu, Nepal",27.7172453,85.3239605
1974,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
1975,"Barrancabermeja, Colombia",7.0617085,-73.8519319
1976,"Cerro Puena Paz, Peru",-9.189967,-75.015152
1977,"Yanoyaki, Japan",36.204824,138.252924
1978,"Near Khabarovsk, USSR",48.4814433,135.0720667
1979,"Near Lake Milton, Ohio",41.0995019,-80.9703684
1980,"Brno, Czechoslovakia",49.1950602,16.6068371
1981,"Near Milan, Washington",47.9668398,-117.3316058
1982,"Near Alcoche, Bolivia",-15.7501897,-67.6744192
1983,"Yakut, Russia",62.0396912,129.7422193
1984,"Sela Pass, India",20.593684,78.96288
1985,North Atlantic Ocean,35.746512,-39.462891
1986,"Brno, Czechoslovakia",49.1950602,16.6068371
1987,"Bagotville, Quebec, Canada",48.3382181,-70.8825443
1988,"Near Carmona, Spain",37.471274,-5.6418214
1989,"Manila, Philippines",14.5995124,120.9842195
1990,"Windsor Locks, Connecticut",41.9242917,-72.6454469
1991,"Near Moscow, Russia",55.755826,37.6173
1992,"Near Tourane, South Vietnam",16.0544563,108.0717219
1993,"Near Nagoya, Japan",35.1814506,136.9065571
1994,Sao Tomé & Principe,0.18636,6.613081
1995,"Le Bourget, France",48.936752,2.425377
1996,"Ellicott City, Maryland",39.2673283,-76.7983067
1997,"Paraibuna, Brazil",-23.3871636,-45.6628089
1998,"Lima, Peru",-12.0463731,-77.042754
1999,"New York, New York",40.7127753,-74.0059728
2000,"Barrancabermeja, Colombia",7.0617085,-73.8519319
2001,"Near Manaus, Brazil",-3.1190275,-60.0217314
2002,"Burbank, California",34.1808392,-118.3089661
2003,"Warsaw, Poland",52.2296756,21.0122287
2004,"Kadena AB, Okinawa",26.3616176,127.7549744
2005,"Near Brasilia, Brazil",-15.7975154,-47.8918874
2006,"Rotterdam, The Netherlands",51.9244201,4.4777325
2007,"Monte Renoso, Corsica, France",42.059688,9.133438
2008,"Tazovskoye, Russia",61.52401,105.318756
2009,"Sao Paulo, Brazil",-23.5557714,-46.6395571
2010,"Great Salt Lake, Utah",41.115791,-112.4768287
2011,"Kotzebue, Alaska",66.8969151,-162.5930667
2012,"Kansas City, Missouri",39.0997265,-94.5785667
2013,"Off Patuxent River, Maryland",38.2772663,-76.42295
2014,"Ankara, Turkey",39.9333635,32.8597419
2015,"San Francisco, California",37.7749295,-122.4194155
2016,"Syktyvkar ,Russia",61.6641145,50.8168774
2017,"Near Miami, Florida",25.7616798,-80.1917902
2018,"Boston, Massachusetts",42.3600825,-71.0588801
2019,"Near Davao City, Philippines",7.0736114,125.6110248
2020,"Ashgabat, Turkmenistan",37.9600766,58.3260629
2021,"Camden, Tennesee",36.0589486,-88.0978151
2022,"Near Tacora, Volcano, Peru",-9.189967,-75.015152
2023,"Near Karai, Iran",29.5415894,51.7369712
2024,"Monte Matto, Italy",44.224444,7.253056
2025,"Misaki Mountain, Japan",35.14171,139.6107865
2026,"Near Sora, Italy",41.7188066,13.6130609
2027,"Tatarstan, Russia",55.1802364,50.7263945
2028,"Oslo, Norway",59.9138688,10.7522454
2029,"Sao Paulo, Brazil",-23.5557714,-46.6395571
2030,"Near Buca, Cameroon",7.369722,12.354722
2031,"Near Ayayda, Egypt",26.820553,30.802498
2032,"Pacific Ocean, 116 miles WSW of Annette Island, Alaska",55.1209294,-131.4855123
2033,"Pathankot, India",32.2733352,75.6522066
2034,"Mt. Kaolokung, Burma",21.916221,95.955974
2035,"Near Aysen, Chile",-46.378345,-72.3007623
2036,"Bekkessamson, Hungary",47.162494,19.503304
2037,"Near Augustdorf, West Germany",51.9092396,8.7436403
2038,"Passo Fundo, Brazil",-28.2622705,-52.4102752
2039,"Rochester, New York",43.1565779,-77.6088465
2040,"Mt. Ngatamahinerua, New Zealand",-37.6618199,175.8514993
2041,"Near Irkutsk, Russia",52.2854834,104.2890222
2042,"Farafangana, Madagascar",-22.817412,47.818038
2043,"Pak Tha, Laos",20.1045601,100.5957288
2044,"Off Bandra, Maharashtra, India",19.0595596,72.8295287
2045,"Ibicaré, Brazil",-27.0896099,-51.3677147
2046,"Lyon, France",45.764043,4.835659
2047,"Near Great Falls, Montana",47.5052849,-111.3007715
2048,"Hachijo-Jima Island, Japan",33.1030212,139.8035566
2049,"Near Leningrad , Russia",59.9310584,30.3609097
2050,"Near Kutaisa, Russia",42.2718354,42.7060404
2051,"Off Miami, Florida",25.7616798,-80.1917902
2052,Northeast Laos,19.85627,102.495496
2053,"Durrenasch, Aargau, Switzerland",47.3214469,8.1568605
2054,"Near Patti, India",31.2745862,74.8565613
2055,"Perpignan, France",42.6874874,2.9006474
2056,"Off Dover, Deleware",39.158168,-75.5243682
2057,"Near Marseilles, France",43.3025742,5.3690743
2058,"Jamaica, New York",40.7037439,-73.7991953
2059,"Near Aswan, Egypt",24.088938,32.8998293
2060,"Hayes Island, Russia",80.5738659,57.6199104
2061,"Near Tisbury, England",51.063138,-2.079703
2062,"Mariehamn, Aaland Island, Finland",60.0970945,19.9348339
2063,"Ste. Therese de Blainville, Canada",45.4665517,-73.5520365
2064,"Near Nederland, Colorado",39.9613759,-105.5108312
2065,"Elkton, Maryland",39.6067789,-75.8332718
2066,"Gazni, Afghanistan",33.5471303,68.4221352
2067,"Cairo, Egypt",30.0444196,31.2357116
2068,"Los Angeles, California",34.0549076,-118.242643
2069,"Zarate, Argentina",-34.0957811,-59.0242302
2070,"Near Ankara, Turkey",39.9333635,32.8597419
2071,"Gainsville, Florida",29.6519563,-82.324998
2072,"Yacuiba, Bolivia",-22.0227557,-63.6775234
2073,"Banihal Pass, India",33.4370131,75.1939345
2074,"Marawi, Philippines",8.0106213,124.297718
2075,"Lake Pontchartrain, New Orleans, Louisiana",29.9510658,-90.0715323
2076,"Oita, Japan",33.2396084,131.6095148
2077,"Near Innsbruck, Austria",47.2675322,11.3910349
2078,"Near Zephyr Cove, Nevada",39.0003616,-119.9525689
2079,"Barrackpore, India",22.766117,88.3515562
2080,Near Chicago Illinois,41.8781136,-87.6297982
2081,"Bogota, Colombia",4.7109886,-74.072092
2082,"Boston, Massachutes",42.3600825,-71.0588801
2083,"Miles City, Montana",46.4083362,-105.8405582
2084,"Near Danbury, North Carolina",36.4093079,-80.2062143
2085,"Mt. Vesuvius, Italy",40.822383,14.4289058
2086,North Pacific Ocean,-8.783195,-124.508523
2087,"Hargeisa, Somalia",9.5612168,44.0669251
2088,"Elim, Alaska",64.6179656,-162.2591096
2089,"Dhahran, Saudi Arabia",26.2361248,50.0393017
2090,"San Ramon, California",37.7643595,-121.9539616
2091,"Near Lima, Peru",-12.0463731,-77.042754
2092,"Papanga, Philippines",15.079409,120.6199895
2093,"Sibuco Point ,Philippines",7.3120722,122.1291843
2094,"Itapecerica da Serra, Brazil",-23.7183369,-46.8481043
2095,"Jeddah, Saudia Arabia Jeddah, Saudia Arabia",21.5291545,39.1610863
2096,"Taichung, Taiwan",24.1631651,120.6746691
2097,"Off Palma de Mallorca, Spain",39.5696005,2.6501603
2098,"Knoxville, Tennessee",35.9606384,-83.9207392
2099,"Parrottsville, Tennesee",36.0092653,-83.0923775
2100,"Richmond, Virginia",37.5407246,-77.4360481
2101,"Near Nashville, Tennesee",36.1626638,-86.7816016
2102,"Near Tipuani, Bolivia",-15.5652168,-68.0187391
2103,"Island of Sakhalin, Russia",50.6909848,142.9505689
2104,"Near Vaong Nong, Thailand",15.870032,100.992541
2105,"Pico da Caledonia, Brazil",-22.3596549,-42.573615
2106,"Near Condoto, Colombia",5.089546,-76.652079
2107,"Addis Ababa, Ethiopia",9.0191936,38.7524635
2108,"Near Trevelez, Granada, Spain",37.0012828,-3.2665353
2109,"Near Sibiu, Romania",45.8034789,24.1449997
2110,"Near Belgrade, Yugoslavia",44.8125449,20.46123
2111,"Branson, Colorado",37.0175227,-103.8844083
2112,"Las Vegas, Nevada",36.171563,-115.1391009
2113,"Off Argentia, Newfoundland, Canada",47.302052,-53.986824
2114,"Angelholm, Sweden",56.245748,12.863881
2115,"Rome, Italy",41.8967068,12.4822025
2116,"Leopoldville, Democratic Republic of the Congo",-4.3032527,15.310528
2117,"Tripuani, Bolivia",-15.5652168,-68.0187391
2118,"Near Da Nang, South Vietnam",16.0544068,108.2021667
2119,"Near Kaliba, Philippines",12.879721,121.774017
2120,"Near San Francisco, California",37.7749295,-122.4194155
2121,"Yurimaguas, Peru",-5.8966767,-76.1067627
2122,"Near Turrialba, Costa Rica",9.9067054,-83.6800512
2123,"Detroit, Michigan",42.331427,-83.0457538
2124,"Near Darwaza, Russia",61.52401,105.318756
2125,"Alma-Ata, Kazakhstan",43.2379761,76.8828618
2126,"Wichita, Kansas",37.6871761,-97.330053
2127,"Near Durango, Mexico",24.5592665,-104.6587821
2128,Mt. Helmos. Greece,37.974,22.207
2129,"San Jose Volcano, Chile",-33.7833333,-69.9166667
2130,"Off Jones Beach, New York, New York",40.6965932,-73.9349947
2131,"Miami, Florida",25.7616798,-80.1917902
2132,"Near Shirinbulak, Azerbaijan",40.143105,47.576927
2133,"Near Aradan, Russia",52.570613,93.4449172
2134,"Libmanan, Philippines",13.6828973,122.9663018
2135,"Kuibyshev , Russia",53.203772,50.1606382
2136,"Musquodoboit, Nova Scotia, Canada",44.78727,-63.1481356
2137,"Khanty, Russia",62.2287062,70.6410058
2138,"Sugar Loaf Mountain, Colombia",4.570868,-74.297333
2139,"Off San Juan, Puerto Rico",18.4670588,-66.1184593
2140,"Lowery Pass, Pakistan",35.3497026,71.8022812
2141,"Off Tangier, Morocco",35.7594651,-5.8339543
2142,"Near Damascus, Syria",33.5132192,36.2768193
2143,"Jersey, Channel Islands, UK",55.378051,-3.435973
2144,"Near Seattle, Washington",47.6061389,-122.3328481
2145,"Tenerife, Canary Islands, Spain Canary Islands",28.2915637,-16.6291304
2146,"Cairo, Egypt",30.0444196,31.2357116
2147,"Near Colombus, Georgia",32.4609764,-84.9877094
2148,"Near Santa Ana, California",33.7454725,-117.867653
2149,"San Francisco, California",37.7749295,-122.4194155
2150,"Kansas City, Missouri",39.0997265,-94.5785667
2151,"Near Oxford, England",51.7520209,-1.2577263
2152,"Cairo, Egypt",30.0444196,31.2357116
2153,"Dog Creek, British Columbia, Canada",51.581613,-122.237828
2154,"Off Nantucket, Massachusetts",41.28394,-70.0999891
2155,"St. Thomas, Virgin Islands",18.3380965,-64.8940946
2156,"Near Libacao, Philippines",11.4109251,122.2880726
2157,"Panama City, Panama",8.9823792,-79.5198696
2158,"Near Cuiaba, Brazil",-15.5954635,-56.0925824
2159,"Lake Michigan, near Chicago, Illinois",41.9811136,-87.6508495
2160,"Jeuk, Belgium",50.73427,5.20969
2161,Hong Kong,22.3193039,114.1693611
2162,"Lake Tustumena, Alaska",60.1968105,-150.8891803
2163,"Near La Carlota, Phillipines",10.4117687,123.000095
2164,"Gore, Ethiopia",8.1524912,35.5370123
2165,"Quang Ngai, South Vietnam",15.1213873,108.8044145
2166,"Near Pastaza, Ecuador",-1.4882265,-78.0031057
2167,"Montserrat, Antigua",16.742498,-62.187366
2168,"Bao Trai, Vietnam",14.058324,108.277199
2169,"Near Patian, Pakistan",34.1181054,73.0925443
2170,"Bucaramanga, Colombia",7.119349,-73.1227416
2171,"Near Hanoi, Vietnam",21.0277644,105.8341598
2172,"Near Manila, Philippines",14.5995124,120.9842195
2173,"London, England",51.5072178,-0.1275862
2174,"Obock, French Somaliland",11.9647465,43.2884071
2175,"Off Puerto Lemon, Costa Rica",9.9913106,-83.0415078
2176,"Cincinnati Airport, near Covington, Kentucky",39.051351,-84.6671453
2177,"Near Boqueron, Colombia",4.2588007,-74.5490681
2178,"Murmansk, Russia",68.9733113,33.0855848
2179,"Salt Lake City, Utah",40.7607793,-111.8910474
2180,"Near Palm Springs, California",33.8302961,-116.5452921
2181,"Salt Lake City , Utah",40.7607793,-111.8910474
2182,"Carmel, New York",41.4300937,-73.6801297
2183,"Tenerife, Canary Islands",28.2915637,-16.6291304
2184,"Near Tuy Hoa, South Vietnam",13.1057062,109.295048
2185,"Legaspi, Philippines",13.1390621,123.7437995
2186,"Near Palembang, Sumatra, Indonesia",-2.9760735,104.7754307
2187,"Kamchatsky, Russia",61.4343981,166.7884131
2188,"Chipaque, Cundinamarca, Colombia",4.4374757,-74.0652616
2189,"Shamurat, Uzbekistan",40.3952275,65.5782119
2190,"Off Cartagena, Colombia",10.3932277,-75.4832311
2191,"Port-au-Prince, Haiti",18.594395,-72.3074326
2192,"Mont Blanc, French Alps, Switzerland",45.8345457,6.8655346
2193,"Near Binh Khe, South Vietnam",21.1316717,106.5937658
2194,"Bremen, Germany",53.0792962,8.8016937
2195,"Tokyo Bay, Japan",35.531074,139.8893534
2196,"Srinagar, India",34.0836708,74.7972825
2197,"Delhi, India",28.7040592,77.1024902
2198,"Pechora, Russia",65.147559,57.2279695
2199,"Near Pechora, Russia",65.147559,57.2279695
2200,"Moscow, Russia",55.755826,37.6173
2201,"Moscow, Russia",55.755826,37.6173
2202,"Near Milan, Italy",45.4637384,9.1885446
2203,"Near Tokyo, Japan",35.6764225,139.650027
2204,"Near Gotemba City, Mt. Fuji, Japan",35.3606255,138.7273634
2205,"Athens, Greece",37.9838096,23.7275388
2206,"Reef Island, Alaska",60.8491667,-146.8286111
2207,"Cairo, Egypt",30.0444196,31.2357116
2208,"Asuncion, Paraguay",-25.2637399,-57.575926
2209,"Near Ardmore, Oklahoma",34.1742611,-97.1436254
2210,"Off Baku, Azerbaijan",40.4092617,49.8670924
2211,"Tomas, Peru",-9.189967,-75.015152
2212,"Near Di Linh, South Vietnam",11.5747744,108.0657939
2213,"Sablayan, Philippines",12.8563975,120.9101142
2214,"Auckland, New Zealand",-36.8508827,174.7644881
2215,"Hideaway Park, Colorado",39.9180425,-105.7855634
2216,"Cerro el Planchon, Chile",-36.9402778,-71.7236111
2217,Pakistan,30.375321,69.345116
2218,"Near Munster, Indiana",41.5644798,-87.5125412
2219,"Benito, Bolivia",-16.290154,-63.588653
2220,"Near Falls City, Nebraska",40.0608352,-95.6019294
